alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=200
machine_num=5
pop_size=100
Threshold=18457
scenario_num=20
{
	{
		{66, 48, 73, 62, 21},
		{18, 36, 22, 87, 55},
		{39, 58, 14, 38, 28},
		{37, 20, 43, 97, 95},
		{63, 18, 21, 45, 49},
		{83, 91, 64, 63, 70},
		{79, 45, 64, 67, 89},
		{98, 79, 66, 42, 36},
		{72, 97, 73, 60, 53},
		{94, 95, 92, 56, 63},
		{17, 90, 33, 59, 87},
		{99, 42, 45, 25, 29},
		{18, 94, 44, 92, 13},
		{97, 28, 69, 79, 84},
		{29, 53, 90, 35, 68},
		{52, 98, 78, 62, 77},
		{24, 85, 82, 11, 75},
		{87, 17, 79, 20, 77},
		{11, 14, 77, 22, 66},
		{44, 51, 64, 59, 74},
		{59, 14, 87, 77, 81},
		{36, 69, 92, 28, 48},
		{84, 84, 27, 86, 40},
		{53, 42, 96, 81, 49},
		{44, 39, 63, 15, 76},
		{28, 95, 77, 73, 16},
		{78, 11, 47, 53, 51},
		{46, 89, 15, 92, 58},
		{97, 45, 86, 19, 58},
		{72, 96, 92, 63, 84},
		{46, 50, 73, 89, 29},
		{92, 15, 92, 66, 49},
		{15, 90, 87, 87, 98},
		{47, 65, 64, 20, 33},
		{14, 87, 58, 45, 72},
		{51, 91, 43, 87, 84},
		{65, 83, 89, 48, 89},
		{51, 76, 94, 36, 46},
		{21, 61, 82, 19, 85},
		{70, 95, 67, 91, 46},
		{10, 11, 20, 20, 70},
		{96, 82, 26, 20, 91},
		{18, 54, 50, 35, 61},
		{28, 50, 77, 41, 93},
		{71, 86, 93, 67, 90},
		{45, 88, 81, 88, 59},
		{23, 52, 59, 81, 85},
		{91, 41, 99, 83, 58},
		{70, 89, 73, 21, 28},
		{96, 31, 88, 75, 83},
		{49, 52, 17, 21, 70},
		{27, 63, 14, 52, 11},
		{83, 17, 25, 92, 82},
		{95, 74, 51, 13, 34},
		{38, 93, 58, 79, 61},
		{35, 55, 27, 18, 90},
		{92, 32, 98, 13, 50},
		{44, 13, 90, 62, 49},
		{77, 53, 95, 19, 86},
		{89, 18, 67, 90, 64},
		{96, 38, 46, 78, 46},
		{52, 83, 71, 64, 66},
		{19, 66, 15, 84, 38},
		{86, 52, 61, 55, 57},
		{71, 48, 22, 46, 67},
		{49, 94, 76, 58, 85},
		{92, 67, 91, 95, 87},
		{13, 43, 78, 70, 22},
		{54, 26, 96, 95, 41},
		{40, 79, 90, 66, 64},
		{42, 19, 72, 26, 84},
		{75, 48, 50, 78, 87},
		{56, 68, 49, 37, 59},
		{64, 22, 97, 41, 29},
		{36, 68, 23, 94, 66},
		{48, 99, 29, 54, 89},
		{16, 94, 56, 81, 47},
		{64, 59, 18, 24, 50},
		{10, 76, 54, 42, 35},
		{91, 32, 91, 41, 15},
		{41, 94, 53, 51, 24},
		{73, 64, 53, 71, 98},
		{61, 19, 80, 64, 65},
		{56, 13, 82, 12, 51},
		{21, 65, 90, 12, 79},
		{41, 15, 30, 15, 44},
		{90, 82, 84, 38, 90},
		{14, 22, 83, 85, 50},
		{77, 80, 28, 39, 94},
		{99, 55, 56, 76, 35},
		{72, 65, 92, 57, 48},
		{26, 45, 91, 97, 26},
		{68, 15, 87, 22, 13},
		{44, 58, 49, 92, 60},
		{22, 82, 77, 99, 53},
		{73, 15, 60, 20, 76},
		{19, 98, 11, 76, 24},
		{36, 47, 67, 62, 24},
		{29, 29, 39, 53, 38},
		{79, 16, 74, 51, 12},
		{39, 38, 58, 55, 65},
		{76, 60, 75, 72, 73},
		{23, 23, 21, 71, 93},
		{18, 34, 16, 91, 91},
		{17, 28, 84, 39, 48},
		{73, 78, 60, 18, 82},
		{30, 86, 67, 20, 53},
		{59, 93, 14, 57, 49},
		{53, 19, 97, 65, 93},
		{15, 19, 23, 20, 47},
		{70, 30, 64, 54, 29},
		{55, 63, 31, 62, 81},
		{25, 32, 36, 27, 22},
		{85, 51, 35, 37, 91},
		{99, 31, 62, 17, 19},
		{87, 26, 38, 44, 99},
		{91, 19, 58, 76, 95},
		{63, 98, 57, 63, 30},
		{19, 59, 37, 90, 43},
		{88, 21, 93, 35, 18},
		{45, 88, 85, 33, 51},
		{76, 49, 88, 22, 80},
		{96, 19, 11, 47, 28},
		{23, 37, 65, 38, 15},
		{49, 99, 58, 17, 71},
		{30, 47, 43, 90, 27},
		{75, 49, 76, 60, 70},
		{92, 73, 12, 19, 19},
		{51, 47, 78, 16, 52},
		{19, 60, 79, 20, 48},
		{78, 67, 12, 50, 50},
		{58, 46, 66, 90, 30},
		{41, 42, 63, 98, 76},
		{24, 19, 29, 41, 65},
		{10, 88, 74, 25, 92},
		{98, 29, 13, 36, 72},
		{89, 65, 54, 67, 35},
		{39, 73, 59, 55, 84},
		{55, 13, 73, 60, 89},
		{61, 14, 50, 11, 98},
		{74, 40, 95, 74, 54},
		{25, 81, 66, 50, 32},
		{44, 23, 60, 41, 69},
		{96, 68, 58, 63, 89},
		{55, 87, 62, 50, 30},
		{49, 31, 98, 11, 49},
		{18, 69, 27, 41, 29},
		{93, 35, 23, 96, 38},
		{44, 86, 95, 29, 75},
		{44, 26, 72, 90, 27},
		{21, 11, 40, 44, 54},
		{50, 91, 32, 89, 27},
		{12, 89, 39, 72, 80},
		{68, 86, 38, 52, 96},
		{87, 47, 35, 52, 52},
		{18, 31, 64, 18, 54},
		{17, 15, 65, 14, 78},
		{87, 47, 94, 97, 94},
		{18, 66, 76, 38, 73},
		{52, 12, 64, 68, 31},
		{22, 35, 10, 84, 75},
		{27, 26, 58, 54, 62},
		{44, 34, 99, 30, 37},
		{73, 50, 54, 27, 78},
		{17, 42, 93, 44, 10},
		{19, 68, 57, 64, 42},
		{47, 89, 21, 28, 34},
		{23, 37, 84, 60, 35},
		{18, 43, 29, 64, 65},
		{16, 40, 96, 15, 40},
		{88, 74, 83, 28, 49},
		{42, 97, 95, 90, 22},
		{40, 33, 48, 53, 68},
		{63, 80, 40, 22, 93},
		{22, 60, 36, 42, 42},
		{16, 84, 88, 76, 88},
		{88, 40, 91, 68, 82},
		{73, 15, 93, 84, 42},
		{40, 70, 94, 97, 80},
		{62, 46, 72, 65, 44},
		{60, 54, 91, 85, 81},
		{74, 86, 39, 68, 49},
		{81, 55, 43, 27, 12},
		{65, 10, 14, 99, 41},
		{21, 99, 79, 78, 26},
		{21, 33, 90, 94, 45},
		{48, 21, 37, 23, 64}
	},
	{
		{48, 34, 52, 77, 37},
		{36, 37, 96, 41, 66},
		{44, 73, 15, 97, 38},
		{28, 14, 16, 82, 52},
		{42, 91, 46, 74, 71},
		{94, 26, 94, 24, 68},
		{66, 70, 87, 35, 72},
		{33, 24, 13, 66, 84},
		{39, 32, 97, 47, 22},
		{22, 33, 78, 99, 95},
		{64, 27, 71, 57, 76},
		{41, 42, 31, 22, 49},
		{52, 79, 92, 45, 99},
		{98, 17, 55, 57, 47},
		{87, 43, 86, 68, 85},
		{76, 80, 31, 95, 19},
		{89, 78, 81, 68, 14},
		{62, 14, 45, 44, 69},
		{78, 84, 94, 93, 83},
		{87, 93, 66, 57, 62},
		{27, 65, 72, 55, 22},
		{19, 87, 92, 88, 77},
		{76, 12, 60, 23, 29},
		{36, 25, 39, 87, 75},
		{84, 70, 31, 88, 21},
		{35, 57, 66, 38, 17},
		{45, 37, 94, 81, 84},
		{19, 74, 49, 30, 78},
		{10, 97, 68, 72, 34},
		{12, 16, 17, 81, 34},
		{80, 72, 46, 88, 83},
		{58, 94, 44, 84, 35},
		{65, 99, 54, 39, 59},
		{97, 23, 74, 62, 43},
		{87, 58, 92, 98, 99},
		{70, 96, 44, 18, 48},
		{94, 68, 92, 44, 78},
		{67, 86, 93, 95, 84},
		{57, 94, 48, 94, 11},
		{27, 19, 77, 81, 72},
		{26, 53, 26, 52, 21},
		{42, 81, 12, 36, 54},
		{14, 43, 29, 75, 99},
		{42, 39, 69, 26, 95},
		{81, 48, 53, 15, 23},
		{94, 56, 75, 44, 59},
		{42, 81, 83, 84, 60},
		{32, 79, 27, 45, 49},
		{29, 37, 65, 48, 68},
		{65, 99, 18, 18, 35},
		{47, 27, 54, 13, 50},
		{70, 27, 82, 39, 57},
		{96, 19, 21, 18, 31},
		{70, 77, 11, 49, 49},
		{89, 33, 38, 18, 79},
		{67, 75, 89, 30, 67},
		{37, 33, 94, 69, 93},
		{85, 84, 38, 80, 39},
		{31, 82, 53, 99, 16},
		{67, 98, 68, 20, 35},
		{49, 38, 62, 99, 81},
		{84, 12, 25, 18, 89},
		{44, 10, 93, 30, 98},
		{49, 81, 25, 53, 14},
		{74, 61, 51, 74, 34},
		{95, 85, 20, 98, 30},
		{71, 21, 98, 99, 79},
		{33, 91, 88, 94, 23},
		{70, 92, 21, 53, 65},
		{49, 38, 19, 45, 29},
		{96, 81, 28, 31, 10},
		{35, 80, 12, 12, 77},
		{30, 32, 98, 37, 59},
		{89, 64, 44, 86, 20},
		{99, 10, 98, 68, 28},
		{44, 22, 35, 78, 71},
		{92, 23, 72, 58, 55},
		{60, 28, 41, 67, 97},
		{84, 58, 45, 23, 30},
		{40, 91, 76, 33, 27},
		{61, 37, 37, 83, 64},
		{63, 75, 21, 17, 80},
		{32, 96, 15, 71, 50},
		{30, 93, 28, 56, 78},
		{40, 17, 30, 92, 30},
		{47, 40, 26, 88, 33},
		{90, 62, 22, 15, 75},
		{98, 60, 21, 35, 70},
		{35, 16, 67, 10, 46},
		{55, 99, 33, 98, 93},
		{55, 69, 20, 37, 67},
		{75, 78, 12, 29, 54},
		{96, 70, 15, 50, 69},
		{72, 98, 48, 43, 41},
		{95, 44, 78, 60, 80},
		{34, 65, 90, 54, 99},
		{44, 11, 38, 38, 51},
		{93, 52, 84, 11, 55},
		{89, 17, 39, 71, 61},
		{81, 97, 42, 36, 14},
		{46, 13, 79, 51, 30},
		{43, 11, 85, 35, 81},
		{93, 99, 85, 24, 70},
		{98, 68, 54, 73, 63},
		{21, 70, 52, 89, 74},
		{72, 74, 55, 79, 10},
		{91, 98, 93, 28, 44},
		{19, 14, 80, 48, 68},
		{37, 47, 99, 27, 13},
		{77, 14, 62, 59, 53},
		{63, 68, 55, 40, 75},
		{59, 68, 84, 22, 94},
		{91, 44, 93, 67, 99},
		{19, 23, 75, 93, 10},
		{75, 99, 52, 20, 98},
		{65, 18, 79, 83, 28},
		{39, 83, 69, 50, 65},
		{67, 87, 15, 27, 47},
		{68, 62, 85, 84, 81},
		{44, 13, 69, 36, 27},
		{33, 62, 56, 45, 93},
		{72, 51, 39, 38, 55},
		{60, 71, 69, 69, 49},
		{72, 82, 55, 90, 44},
		{71, 27, 59, 98, 78},
		{82, 17, 91, 24, 45},
		{37, 76, 26, 75, 92},
		{54, 57, 89, 72, 90},
		{41, 91, 38, 86, 80},
		{16, 14, 69, 49, 70},
		{69, 60, 49, 21, 60},
		{32, 94, 20, 69, 77},
		{84, 36, 14, 17, 49},
		{79, 51, 15, 79, 64},
		{85, 36, 54, 87, 98},
		{58, 25, 71, 54, 73},
		{85, 52, 47, 52, 55},
		{20, 70, 23, 57, 62},
		{55, 94, 24, 46, 40},
		{98, 71, 72, 58, 30},
		{35, 30, 45, 56, 16},
		{18, 76, 40, 30, 46},
		{83, 59, 38, 78, 65},
		{56, 60, 38, 32, 11},
		{58, 17, 98, 74, 34},
		{61, 16, 92, 77, 93},
		{37, 49, 47, 82, 55},
		{19, 19, 46, 52, 63},
		{18, 74, 50, 74, 73},
		{76, 14, 47, 27, 57},
		{75, 71, 80, 51, 62},
		{19, 42, 51, 15, 99},
		{42, 75, 58, 21, 81},
		{29, 24, 54, 37, 15},
		{13, 24, 10, 67, 91},
		{95, 43, 62, 19, 82},
		{17, 95, 97, 97, 79},
		{60, 81, 55, 35, 47},
		{58, 16, 24, 83, 36},
		{21, 36, 42, 89, 88},
		{44, 95, 88, 37, 56},
		{49, 38, 57, 60, 64},
		{41, 44, 39, 50, 30},
		{54, 43, 95, 93, 59},
		{17, 29, 33, 71, 70},
		{53, 11, 18, 33, 48},
		{28, 49, 34, 51, 75},
		{11, 89, 55, 70, 67},
		{39, 75, 10, 31, 77},
		{93, 54, 42, 91, 21},
		{42, 58, 64, 89, 35},
		{74, 79, 88, 95, 24},
		{93, 56, 44, 90, 76},
		{34, 18, 47, 29, 67},
		{78, 70, 44, 12, 53},
		{87, 71, 42, 76, 35},
		{10, 58, 75, 61, 14},
		{98, 28, 63, 59, 37},
		{33, 38, 88, 27, 64},
		{16, 50, 93, 88, 53},
		{35, 25, 53, 71, 65},
		{72, 14, 55, 80, 24},
		{27, 37, 85, 74, 44},
		{29, 26, 49, 98, 76},
		{81, 46, 56, 13, 28},
		{39, 36, 75, 23, 86},
		{55, 55, 50, 89, 67},
		{64, 16, 36, 78, 36},
		{13, 67, 96, 23, 82},
		{85, 88, 12, 36, 97},
		{86, 25, 84, 55, 87},
		{56, 66, 80, 44, 40},
		{34, 67, 59, 52, 30},
		{61, 87, 53, 17, 85},
		{91, 92, 44, 59, 76},
		{17, 15, 83, 30, 64},
		{89, 90, 26, 52, 60},
		{84, 51, 21, 43, 84},
		{69, 85, 90, 44, 43},
		{78, 28, 98, 90, 33}
	},
	{
		{10, 46, 61, 52, 26},
		{74, 39, 27, 68, 68},
		{75, 74, 49, 10, 88},
		{89, 33, 57, 49, 96},
		{41, 39, 99, 95, 60},
		{23, 69, 41, 54, 81},
		{26, 30, 22, 93, 70},
		{78, 89, 86, 10, 52},
		{72, 12, 70, 94, 23},
		{36, 21, 74, 43, 21},
		{26, 47, 93, 70, 17},
		{95, 28, 28, 93, 39},
		{61, 17, 21, 87, 51},
		{93, 48, 29, 63, 69},
		{89, 87, 39, 28, 73},
		{88, 75, 35, 22, 32},
		{35, 68, 88, 24, 31},
		{50, 96, 31, 41, 78},
		{88, 84, 26, 98, 97},
		{90, 10, 59, 42, 48},
		{69, 20, 42, 89, 40},
		{98, 13, 32, 76, 34},
		{37, 56, 96, 90, 44},
		{45, 38, 11, 20, 49},
		{83, 39, 36, 40, 64},
		{19, 98, 92, 41, 65},
		{67, 65, 49, 95, 61},
		{58, 71, 95, 84, 15},
		{35, 45, 89, 93, 48},
		{24, 55, 40, 13, 92},
		{63, 80, 14, 14, 46},
		{33, 18, 63, 49, 86},
		{63, 34, 70, 82, 59},
		{19, 34, 14, 12, 57},
		{61, 79, 84, 42, 45},
		{44, 16, 22, 96, 29},
		{76, 94, 60, 84, 57},
		{68, 38, 64, 91, 57},
		{12, 65, 42, 55, 18},
		{46, 13, 17, 19, 23},
		{20, 25, 17, 92, 10},
		{90, 36, 19, 44, 57},
		{21, 40, 62, 12, 54},
		{53, 59, 41, 60, 87},
		{72, 67, 58, 88, 78},
		{82, 60, 81, 20, 74},
		{92, 59, 48, 46, 58},
		{65, 31, 88, 10, 54},
		{67, 66, 99, 96, 28},
		{13, 20, 80, 71, 91},
		{32, 55, 59, 36, 48},
		{68, 12, 47, 64, 45},
		{61, 92, 45, 23, 11},
		{61, 96, 56, 41, 88},
		{59, 81, 79, 61, 15},
		{75, 70, 79, 55, 90},
		{45, 62, 28, 10, 32},
		{77, 24, 38, 81, 21},
		{22, 16, 46, 42, 11},
		{68, 60, 96, 89, 82},
		{76, 80, 85, 48, 84},
		{12, 47, 85, 35, 63},
		{52, 43, 15, 60, 72},
		{93, 25, 49, 92, 66},
		{56, 93, 44, 82, 81},
		{55, 71, 72, 23, 64},
		{20, 64, 67, 80, 40},
		{13, 18, 98, 91, 46},
		{91, 13, 31, 70, 33},
		{98, 74, 97, 73, 81},
		{52, 41, 88, 94, 97},
		{59, 74, 81, 68, 91},
		{76, 16, 22, 28, 99},
		{24, 72, 27, 54, 24},
		{95, 25, 47, 51, 99},
		{42, 83, 98, 22, 73},
		{66, 27, 10, 55, 49},
		{79, 69, 70, 12, 90},
		{29, 32, 58, 38, 71},
		{22, 13, 55, 63, 91},
		{64, 82, 25, 95, 62},
		{30, 21, 91, 20, 48},
		{87, 53, 27, 81, 48},
		{19, 33, 25, 20, 40},
		{62, 27, 10, 77, 15},
		{79, 79, 25, 79, 16},
		{97, 13, 59, 13, 10},
		{74, 22, 86, 80, 49},
		{42, 19, 28, 25, 14},
		{20, 62, 40, 31, 77},
		{17, 41, 14, 64, 77},
		{99, 48, 57, 80, 14},
		{90, 47, 94, 46, 74},
		{52, 51, 90, 42, 57},
		{50, 42, 56, 53, 95},
		{87, 53, 81, 81, 52},
		{38, 50, 22, 49, 32},
		{24, 82, 47, 45, 37},
		{62, 79, 31, 17, 34},
		{24, 85, 65, 50, 22},
		{29, 82, 69, 12, 36},
		{93, 42, 77, 41, 32},
		{66, 58, 77, 43, 82},
		{15, 58, 80, 26, 65},
		{75, 55, 56, 22, 36},
		{49, 23, 62, 65, 82},
		{19, 80, 22, 89, 66},
		{24, 14, 45, 43, 40},
		{24, 41, 84, 38, 25},
		{54, 36, 62, 72, 70},
		{90, 75, 28, 61, 47},
		{15, 10, 29, 48, 91},
		{87, 39, 39, 53, 36},
		{53, 52, 90, 36, 53},
		{88, 63, 78, 20, 76},
		{50, 22, 30, 47, 29},
		{65, 58, 85, 54, 80},
		{11, 89, 38, 66, 73},
		{75, 27, 34, 44, 22},
		{54, 16, 87, 38, 48},
		{66, 84, 48, 74, 56},
		{36, 72, 77, 64, 64},
		{27, 68, 58, 96, 48},
		{15, 40, 23, 98, 11},
		{56, 70, 99, 12, 19},
		{90, 18, 52, 65, 10},
		{59, 53, 56, 69, 33},
		{43, 34, 83, 39, 96},
		{50, 38, 75, 26, 49},
		{46, 29, 56, 32, 47},
		{47, 71, 64, 52, 16},
		{74, 17, 56, 11, 92},
		{85, 34, 61, 27, 38},
		{60, 12, 35, 38, 32},
		{83, 87, 44, 13, 90},
		{75, 22, 11, 10, 69},
		{79, 54, 83, 48, 68},
		{35, 56, 30, 99, 65},
		{79, 95, 77, 77, 57},
		{29, 95, 78, 43, 27},
		{69, 67, 94, 23, 28},
		{10, 12, 74, 67, 90},
		{28, 78, 94, 64, 21},
		{41, 25, 65, 95, 10},
		{29, 69, 23, 79, 10},
		{13, 50, 55, 16, 58},
		{84, 70, 26, 92, 52},
		{34, 83, 70, 77, 56},
		{79, 17, 81, 16, 10},
		{43, 43, 63, 89, 90},
		{50, 75, 47, 83, 60},
		{74, 86, 74, 93, 27},
		{93, 21, 34, 96, 24},
		{66, 91, 22, 12, 66},
		{14, 17, 13, 18, 91},
		{27, 45, 27, 85, 51},
		{68, 35, 23, 13, 63},
		{42, 64, 31, 13, 78},
		{28, 76, 66, 78, 12},
		{97, 90, 31, 85, 76},
		{14, 78, 25, 12, 76},
		{65, 97, 80, 43, 30},
		{15, 46, 27, 78, 86},
		{10, 99, 56, 91, 82},
		{71, 52, 99, 21, 91},
		{44, 62, 96, 89, 53},
		{95, 19, 59, 47, 97},
		{11, 26, 47, 86, 63},
		{70, 98, 81, 90, 24},
		{45, 59, 83, 55, 63},
		{68, 78, 70, 26, 79},
		{82, 38, 81, 33, 96},
		{94, 10, 36, 42, 17},
		{93, 98, 24, 45, 83},
		{65, 87, 69, 70, 13},
		{27, 87, 69, 69, 83},
		{74, 83, 76, 56, 73},
		{96, 25, 68, 27, 20},
		{24, 81, 35, 64, 59},
		{49, 80, 89, 36, 72},
		{58, 39, 31, 96, 16},
		{51, 14, 54, 93, 21},
		{32, 26, 67, 82, 66},
		{90, 76, 77, 73, 91},
		{62, 29, 72, 61, 58},
		{64, 15, 96, 10, 12},
		{75, 82, 35, 94, 71},
		{88, 30, 46, 51, 77},
		{26, 89, 46, 92, 74},
		{40, 88, 58, 93, 67},
		{67, 94, 95, 51, 69},
		{18, 41, 65, 57, 93},
		{28, 50, 22, 34, 35},
		{63, 21, 94, 79, 44},
		{25, 84, 11, 69, 39},
		{12, 88, 91, 90, 87},
		{44, 28, 41, 82, 37},
		{16, 93, 74, 46, 58},
		{98, 96, 31, 44, 76},
		{11, 24, 12, 23, 59}
	},
	{
		{68, 62, 91, 94, 38},
		{70, 11, 38, 26, 45},
		{89, 56, 32, 15, 37},
		{68, 69, 34, 26, 96},
		{49, 95, 55, 35, 76},
		{73, 47, 24, 47, 36},
		{77, 98, 96, 65, 28},
		{72, 59, 86, 82, 62},
		{13, 91, 84, 57, 80},
		{41, 86, 14, 66, 28},
		{82, 66, 87, 47, 97},
		{55, 14, 56, 26, 26},
		{78, 19, 11, 24, 19},
		{59, 94, 99, 61, 91},
		{53, 54, 78, 25, 13},
		{72, 92, 65, 26, 46},
		{35, 64, 31, 10, 12},
		{89, 43, 13, 97, 28},
		{93, 80, 14, 98, 83},
		{46, 91, 16, 64, 90},
		{57, 26, 44, 24, 84},
		{48, 18, 83, 78, 85},
		{27, 11, 59, 51, 89},
		{58, 58, 81, 29, 31},
		{21, 14, 26, 92, 67},
		{45, 38, 65, 63, 42},
		{66, 58, 46, 67, 46},
		{90, 16, 32, 81, 94},
		{46, 93, 29, 18, 31},
		{78, 86, 48, 78, 13},
		{62, 70, 36, 22, 62},
		{10, 75, 25, 41, 35},
		{81, 64, 15, 32, 59},
		{85, 41, 61, 21, 68},
		{98, 87, 75, 51, 81},
		{50, 77, 90, 33, 92},
		{39, 94, 81, 81, 37},
		{62, 19, 98, 40, 80},
		{58, 92, 71, 78, 33},
		{49, 95, 34, 44, 14},
		{77, 65, 40, 41, 11},
		{51, 46, 18, 60, 20},
		{43, 65, 45, 32, 38},
		{73, 66, 71, 91, 96},
		{56, 22, 69, 84, 17},
		{86, 98, 40, 28, 98},
		{83, 67, 46, 62, 85},
		{70, 49, 52, 66, 94},
		{63, 20, 56, 31, 94},
		{84, 82, 87, 60, 18},
		{80, 27, 77, 80, 57},
		{75, 21, 75, 22, 73},
		{92, 14, 11, 24, 15},
		{70, 10, 73, 11, 79},
		{11, 39, 49, 10, 71},
		{19, 81, 35, 72, 66},
		{98, 90, 76, 54, 76},
		{87, 83, 18, 90, 89},
		{50, 31, 21, 37, 13},
		{87, 15, 13, 65, 23},
		{72, 88, 74, 12, 44},
		{65, 63, 24, 21, 72},
		{15, 56, 20, 48, 28},
		{85, 17, 68, 55, 77},
		{49, 78, 86, 51, 70},
		{98, 35, 22, 46, 18},
		{50, 72, 19, 34, 84},
		{87, 63, 57, 35, 99},
		{24, 45, 47, 21, 24},
		{81, 15, 16, 85, 75},
		{11, 23, 77, 31, 21},
		{62, 74, 31, 87, 53},
		{44, 18, 45, 62, 15},
		{31, 50, 52, 47, 25},
		{62, 30, 39, 95, 92},
		{50, 66, 56, 54, 56},
		{55, 12, 66, 97, 71},
		{23, 11, 59, 51, 68},
		{62, 14, 75, 60, 47},
		{99, 59, 58, 91, 70},
		{65, 13, 13, 80, 76},
		{10, 84, 39, 49, 67},
		{72, 96, 17, 11, 23},
		{49, 13, 85, 80, 21},
		{54, 65, 91, 26, 71},
		{64, 33, 84, 26, 14},
		{52, 55, 40, 25, 57},
		{74, 66, 54, 83, 56},
		{90, 34, 10, 61, 53},
		{53, 74, 63, 20, 82},
		{74, 91, 95, 17, 68},
		{57, 90, 19, 61, 57},
		{65, 69, 75, 57, 72},
		{88, 22, 90, 76, 35},
		{91, 32, 85, 68, 73},
		{80, 79, 40, 69, 61},
		{40, 42, 44, 45, 58},
		{20, 15, 28, 35, 63},
		{80, 73, 66, 20, 58},
		{38, 20, 35, 31, 48},
		{23, 51, 52, 86, 47},
		{37, 39, 65, 34, 25},
		{34, 12, 12, 50, 64},
		{35, 97, 46, 60, 80},
		{91, 58, 73, 68, 32},
		{48, 67, 91, 98, 57},
		{97, 85, 92, 35, 98},
		{32, 87, 43, 78, 98},
		{87, 99, 88, 87, 48},
		{98, 11, 38, 44, 91},
		{94, 83, 52, 29, 48},
		{64, 39, 41, 30, 21},
		{73, 81, 36, 10, 97},
		{83, 52, 95, 50, 39},
		{62, 23, 47, 46, 24},
		{79, 81, 39, 34, 70},
		{37, 83, 79, 41, 79},
		{52, 83, 97, 80, 16},
		{48, 34, 94, 92, 72},
		{73, 97, 18, 78, 35},
		{91, 67, 53, 79, 55},
		{36, 46, 49, 39, 32},
		{84, 23, 32, 17, 41},
		{75, 95, 85, 15, 45},
		{86, 80, 97, 15, 36},
		{91, 47, 96, 18, 84},
		{75, 69, 39, 56, 89},
		{79, 94, 15, 77, 27},
		{63, 44, 22, 45, 73},
		{21, 92, 22, 88, 98},
		{36, 54, 61, 15, 34},
		{67, 82, 24, 38, 26},
		{62, 27, 77, 83, 42},
		{70, 23, 22, 26, 45},
		{42, 23, 85, 23, 49},
		{49, 55, 65, 19, 37},
		{84, 19, 46, 16, 87},
		{99, 59, 41, 42, 71},
		{63, 44, 71, 45, 99},
		{17, 69, 28, 18, 43},
		{94, 57, 69, 93, 94},
		{97, 44, 54, 24, 63},
		{26, 42, 94, 93, 82},
		{69, 84, 39, 57, 41},
		{66, 26, 64, 14, 21},
		{89, 48, 86, 26, 67},
		{40, 91, 61, 96, 53},
		{32, 70, 23, 90, 15},
		{52, 21, 63, 98, 71},
		{47, 99, 61, 62, 85},
		{91, 22, 97, 44, 19},
		{33, 54, 99, 29, 42},
		{52, 18, 91, 27, 86},
		{81, 51, 41, 28, 19},
		{67, 83, 58, 33, 54},
		{28, 15, 69, 82, 52},
		{56, 48, 46, 57, 12},
		{27, 79, 85, 35, 83},
		{47, 14, 37, 51, 72},
		{84, 95, 67, 96, 55},
		{81, 22, 51, 22, 44},
		{69, 30, 77, 45, 86},
		{48, 49, 76, 64, 34},
		{33, 97, 84, 69, 69},
		{68, 21, 99, 89, 55},
		{40, 48, 49, 27, 93},
		{25, 76, 33, 89, 94},
		{86, 56, 84, 44, 45},
		{95, 58, 25, 79, 98},
		{74, 39, 35, 34, 72},
		{13, 83, 96, 90, 59},
		{43, 55, 92, 11, 76},
		{38, 29, 48, 39, 26},
		{66, 42, 34, 88, 36},
		{79, 11, 39, 72, 96},
		{62, 39, 90, 58, 30},
		{50, 45, 87, 13, 26},
		{16, 12, 75, 19, 30},
		{82, 24, 54, 77, 88},
		{34, 40, 90, 26, 97},
		{65, 24, 75, 29, 50},
		{70, 87, 39, 71, 18},
		{14, 70, 25, 98, 54},
		{83, 25, 73, 66, 92},
		{43, 85, 93, 69, 23},
		{93, 55, 28, 51, 59},
		{46, 37, 84, 88, 89},
		{73, 89, 49, 98, 55},
		{12, 57, 81, 96, 30},
		{67, 34, 33, 34, 17},
		{71, 16, 75, 81, 62},
		{51, 57, 46, 29, 61},
		{69, 44, 35, 11, 18},
		{45, 85, 23, 56, 10},
		{28, 46, 49, 41, 22},
		{92, 50, 77, 11, 48},
		{55, 34, 82, 91, 74},
		{60, 39, 55, 88, 86},
		{83, 58, 96, 62, 50},
		{16, 92, 59, 20, 17}
	},
	{
		{34, 76, 38, 35, 21},
		{53, 50, 17, 10, 38},
		{12, 54, 10, 98, 75},
		{20, 28, 63, 33, 68},
		{35, 58, 16, 49, 16},
		{20, 13, 89, 21, 52},
		{97, 15, 16, 70, 43},
		{40, 17, 69, 10, 63},
		{65, 87, 80, 76, 32},
		{82, 29, 62, 93, 15},
		{15, 38, 80, 67, 39},
		{83, 25, 31, 65, 33},
		{22, 20, 79, 12, 26},
		{15, 92, 96, 44, 78},
		{53, 22, 52, 36, 48},
		{73, 87, 23, 57, 38},
		{10, 86, 66, 55, 34},
		{18, 47, 86, 41, 69},
		{63, 57, 83, 28, 67},
		{31, 39, 97, 87, 27},
		{61, 61, 44, 77, 84},
		{64, 62, 96, 99, 70},
		{87, 91, 56, 66, 66},
		{30, 34, 82, 64, 36},
		{78, 23, 77, 60, 67},
		{68, 53, 20, 60, 73},
		{81, 79, 24, 98, 99},
		{54, 99, 85, 96, 26},
		{26, 12, 79, 85, 78},
		{15, 45, 40, 62, 49},
