alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=200
machine_num=10
pop_size=100
Threshold=23981
scenario_num=20
{
	{
		{35, 17, 28, 72, 18, 45, 91, 37, 75, 68},
		{52, 73, 13, 94, 61, 93, 22, 65, 21, 88},
		{45, 77, 39, 22, 12, 53, 55, 89, 75, 74},
		{56, 70, 58, 70, 38, 88, 20, 25, 18, 41},
		{61, 73, 97, 66, 36, 84, 12, 15, 47, 81},
		{33, 66, 50, 11, 50, 37, 15, 74, 69, 85},
		{59, 91, 89, 80, 73, 25, 79, 77, 73, 10},
		{87, 22, 26, 72, 33, 79, 59, 62, 66, 10},
		{72, 30, 27, 56, 99, 32, 14, 53, 24, 83},
		{28, 30, 23, 81, 56, 55, 34, 52, 74, 84},
		{56, 10, 76, 35, 78, 76, 23, 33, 45, 22},
		{75, 84, 25, 36, 71, 28, 74, 39, 43, 69},
		{13, 78, 60, 62, 67, 24, 89, 85, 22, 31},
		{31, 10, 16, 96, 18, 77, 82, 10, 47, 53},
		{14, 21, 51, 58, 91, 49, 79, 48, 64, 45},
		{42, 12, 52, 34, 93, 17, 15, 39, 96, 56},
		{23, 88, 58, 94, 39, 84, 89, 21, 86, 66},
		{97, 88, 36, 90, 61, 25, 85, 89, 14, 69},
		{50, 57, 56, 97, 77, 56, 28, 81, 86, 13},
		{98, 26, 66, 42, 43, 77, 52, 40, 66, 78},
		{25, 85, 91, 88, 38, 25, 86, 45, 75, 53},
		{18, 52, 24, 35, 92, 92, 70, 36, 45, 87},
		{66, 57, 89, 49, 52, 35, 77, 52, 22, 22},
		{53, 36, 95, 93, 30, 73, 66, 17, 45, 98},
		{89, 63, 40, 33, 65, 26, 40, 90, 26, 44},
		{82, 15, 49, 39, 97, 40, 91, 71, 34, 15},
		{97, 45, 43, 92, 67, 11, 82, 26, 57, 81},
		{50, 25, 50, 74, 80, 99, 37, 86, 57, 16},
		{75, 68, 20, 27, 15, 87, 83, 75, 86, 37},
		{26, 54, 53, 41, 17, 40, 41, 74, 93, 80},
		{88, 75, 10, 39, 72, 32, 92, 15, 64, 20},
		{87, 43, 62, 61, 68, 56, 44, 77, 49, 21},
		{53, 87, 72, 82, 50, 70, 28, 54, 70, 56},
		{23, 97, 14, 46, 84, 79, 77, 40, 14, 45},
		{57, 50, 71, 61, 31, 35, 45, 54, 83, 79},
		{48, 39, 57, 29, 71, 44, 78, 14, 80, 17},
		{23, 18, 97, 98, 97, 11, 57, 52, 94, 65},
		{90, 90, 23, 85, 68, 42, 75, 55, 29, 85},
		{40, 22, 22, 37, 71, 47, 42, 81, 69, 95},
		{97, 49, 15, 96, 87, 57, 25, 67, 71, 64},
		{70, 29, 14, 72, 51, 32, 72, 29, 78, 48},
		{63, 79, 92, 57, 22, 40, 41, 35, 78, 15},
		{84, 46, 27, 46, 60, 29, 78, 72, 98, 10},
		{39, 17, 46, 65, 46, 59, 76, 71, 49, 59},
		{31, 93, 90, 91, 72, 56, 58, 95, 45, 79},
		{77, 92, 13, 57, 94, 16, 39, 19, 36, 37},
		{47, 97, 69, 90, 54, 58, 32, 72, 76, 74},
		{74, 31, 87, 93, 87, 26, 32, 88, 92, 52},
		{80, 57, 61, 46, 73, 53, 32, 90, 71, 96},
		{95, 82, 53, 21, 98, 74, 27, 49, 44, 43},
		{67, 74, 29, 53, 19, 25, 27, 92, 61, 10},
		{20, 67, 66, 13, 84, 56, 62, 34, 98, 65},
		{95, 31, 88, 32, 66, 80, 15, 19, 97, 35},
		{31, 22, 77, 84, 27, 49, 21, 12, 78, 62},
		{35, 26, 76, 16, 31, 58, 92, 37, 44, 22},
		{28, 14, 79, 81, 66, 39, 14, 96, 94, 33},
		{63, 49, 22, 84, 75, 34, 38, 13, 11, 74},
		{59, 70, 68, 35, 19, 82, 30, 59, 80, 13},
		{77, 85, 82, 88, 33, 11, 62, 34, 53, 16},
		{61, 84, 89, 89, 61, 57, 73, 33, 43, 61},
		{34, 14, 77, 90, 16, 28, 17, 47, 93, 14},
		{80, 50, 12, 90, 56, 91, 22, 34, 49, 56},
		{16, 38, 79, 72, 38, 77, 69, 21, 70, 22},
		{41, 98, 48, 10, 85, 88, 46, 90, 35, 22},
		{92, 30, 81, 96, 34, 15, 98, 37, 75, 87},
		{62, 31, 94, 76, 57, 89, 45, 34, 47, 15},
		{77, 65, 89, 13, 40, 43, 74, 96, 80, 17},
		{78, 33, 89, 85, 34, 77, 16, 97, 47, 64},
		{47, 15, 37, 43, 27, 68, 35, 74, 67, 55},
		{57, 23, 56, 26, 80, 39, 13, 90, 31, 46},
		{84, 21, 81, 50, 41, 44, 42, 53, 61, 87},
		{47, 67, 66, 28, 84, 38, 45, 45, 66, 25},
		{59, 34, 37, 73, 88, 17, 35, 51, 32, 77},
		{51, 63, 99, 68, 60, 43, 15, 56, 21, 51},
		{66, 68, 41, 71, 53, 99, 96, 71, 45, 40},
		{87, 49, 27, 82, 92, 63, 80, 26, 91, 80},
		{58, 64, 17, 76, 69, 88, 58, 93, 60, 57},
		{13, 28, 60, 21, 48, 34, 18, 23, 29, 57},
		{20, 93, 61, 94, 92, 18, 70, 70, 49, 54},
		{66, 50, 39, 82, 76, 50, 38, 64, 91, 75},
		{66, 34, 67, 82, 53, 37, 67, 27, 68, 32},
		{97, 95, 61, 97, 97, 94, 68, 54, 33, 34},
		{74, 21, 83, 16, 28, 79, 27, 38, 65, 54},
		{10, 87, 66, 88, 80, 99, 27, 34, 59, 32},
		{50, 52, 18, 29, 17, 39, 70, 73, 17, 20},
		{39, 13, 93, 28, 57, 61, 92, 48, 22, 14},
		{54, 33, 68, 11, 97, 59, 50, 24, 66, 26},
		{32, 68, 72, 17, 44, 37, 75, 95, 19, 78},
		{43, 99, 46, 39, 41, 86, 26, 32, 51, 65},
		{16, 12, 55, 50, 29, 73, 13, 92, 67, 31},
		{38, 72, 31, 67, 80, 94, 52, 69, 45, 85},
		{67, 76, 90, 71, 83, 74, 67, 66, 25, 58},
		{71, 36, 68, 53, 57, 50, 15, 79, 95, 69},
		{26, 40, 29, 14, 18, 52, 71, 81, 17, 68},
		{73, 72, 10, 42, 83, 45, 86, 69, 88, 79},
		{76, 39, 77, 81, 44, 43, 83, 13, 60, 98},
		{56, 36, 20, 43, 42, 14, 86, 10, 65, 98},
		{23, 94, 64, 99, 10, 95, 54, 87, 45, 85},
		{57, 43, 80, 31, 45, 14, 75, 93, 22, 81},
		{99, 84, 95, 71, 73, 84, 94, 72, 31, 28},
		{67, 71, 24, 88, 67, 94, 50, 96, 44, 67},
		{83, 23, 47, 27, 14, 96, 84, 35, 75, 22},
		{73, 51, 70, 71, 64, 31, 56, 24, 25, 38},
		{85, 27, 87, 72, 69, 69, 85, 48, 20, 76},
		{79, 56, 52, 23, 24, 24, 82, 40, 58, 59},
		{14, 87, 11, 92, 91, 53, 64, 76, 56, 10},
		{58, 45, 28, 71, 61, 29, 56, 81, 55, 25},
		{38, 77, 26, 51, 23, 99, 51, 53, 20, 52},
		{78, 84, 42, 67, 44, 84, 26, 72, 58, 29},
		{40, 96, 91, 78, 84, 61, 42, 16, 37, 65},
		{71, 61, 56, 17, 95, 65, 96, 10, 75, 63},
		{76, 53, 95, 75, 23, 78, 35, 71, 32, 86},
		{45, 76, 47, 37, 71, 23, 13, 45, 93, 35},
		{41, 20, 57, 22, 99, 46, 17, 44, 98, 88},
		{23, 17, 95, 29, 35, 12, 93, 83, 55, 20},
		{20, 39, 18, 63, 95, 62, 59, 96, 73, 69},
		{19, 52, 11, 85, 54, 29, 81, 37, 52, 15},
		{71, 39, 77, 90, 81, 85, 19, 74, 84, 22},
		{76, 55, 58, 40, 27, 48, 12, 94, 80, 71},
		{44, 30, 10, 97, 61, 55, 23, 75, 81, 95},
		{38, 15, 83, 96, 95, 93, 42, 75, 76, 98},
		{50, 27, 17, 17, 66, 44, 89, 70, 64, 75},
		{21, 94, 57, 48, 90, 65, 38, 95, 28, 81},
		{25, 71, 19, 43, 88, 35, 26, 42, 21, 69},
		{26, 13, 25, 26, 57, 50, 49, 11, 66, 77},
		{98, 14, 17, 51, 62, 21, 58, 27, 94, 50},
		{64, 47, 57, 21, 14, 19, 19, 93, 45, 83},
		{10, 64, 58, 76, 86, 31, 61, 97, 47, 62},
		{88, 58, 74, 50, 11, 57, 98, 34, 51, 96},
		{93, 25, 33, 97, 11, 37, 11, 96, 46, 99},
		{89, 83, 25, 76, 50, 87, 85, 47, 58, 35},
		{77, 44, 60, 83, 62, 64, 88, 59, 16, 49},
		{72, 66, 16, 98, 92, 48, 73, 66, 13, 42},
		{11, 87, 51, 64, 13, 58, 27, 24, 88, 78},
		{89, 32, 29, 12, 97, 11, 70, 49, 94, 70},
		{31, 54, 70, 49, 30, 23, 61, 64, 44, 47},
		{89, 72, 37, 39, 83, 57, 67, 65, 53, 94},
		{74, 91, 98, 97, 43, 42, 21, 16, 59, 48},
		{31, 48, 73, 38, 37, 85, 22, 23, 91, 63},
		{93, 67, 52, 32, 21, 46, 23, 28, 91, 65},
		{87, 21, 33, 11, 65, 27, 41, 52, 13, 98},
		{38, 36, 99, 80, 18, 34, 84, 58, 46, 85},
		{66, 11, 56, 50, 60, 22, 85, 61, 25, 92},
		{35, 39, 91, 20, 28, 45, 24, 22, 68, 69},
		{82, 73, 80, 48, 14, 40, 94, 89, 61, 44},
		{41, 93, 97, 72, 78, 92, 97, 58, 87, 53},
		{46, 98, 10, 84, 41, 71, 55, 71, 19, 74},
		{99, 31, 89, 60, 18, 19, 25, 24, 39, 35},
		{80, 74, 65, 78, 54, 28, 72, 23, 90, 22},
		{14, 72, 84, 16, 53, 37, 10, 64, 95, 88},
		{38, 19, 70, 58, 63, 53, 36, 65, 15, 72},
		{65, 32, 20, 61, 68, 36, 14, 70, 54, 32},
		{97, 78, 80, 41, 92, 22, 63, 55, 77, 96},
		{55, 17, 22, 11, 54, 33, 89, 41, 85, 17},
		{47, 84, 87, 17, 40, 33, 66, 97, 51, 78},
		{79, 12, 31, 36, 15, 95, 56, 84, 91, 54},
		{38, 45, 63, 12, 75, 84, 22, 15, 44, 62},
		{98, 54, 37, 66, 62, 21, 42, 25, 77, 76},
		{20, 83, 15, 53, 41, 56, 66, 28, 65, 96},
		{36, 68, 88, 92, 31, 94, 20, 37, 76, 51},
		{81, 80, 51, 26, 87, 79, 79, 87, 20, 33},
		{22, 38, 82, 61, 58, 34, 72, 73, 20, 32},
		{76, 96, 62, 28, 75, 71, 78, 42, 39, 99},
		{73, 14, 15, 25, 31, 23, 75, 87, 37, 70},
		{53, 56, 34, 41, 45, 75, 77, 65, 19, 89},
		{68, 17, 67, 78, 99, 54, 64, 52, 84, 85},
		{10, 47, 89, 74, 53, 48, 26, 82, 86, 88},
		{32, 89, 70, 30, 83, 31, 32, 91, 53, 86}
	},
	{
		{24, 63, 51, 50, 24, 75, 61, 54, 54, 23},
		{10, 43, 25, 83, 19, 32, 49, 39, 42, 66},
		{38, 30, 88, 21, 17, 35, 84, 32, 45, 71},
		{35, 17, 55, 19, 84, 15, 41, 42, 36, 58},
		{75, 10, 44, 89, 19, 46, 77, 18, 82, 92},
		{33, 51, 47, 39, 81, 94, 90, 82, 60, 94},
		{32, 25, 16, 77, 62, 90, 74, 48, 48, 10},
		{26, 43, 98, 56, 55, 32, 58, 25, 54, 46},
		{53, 23, 58, 83, 63, 43, 51, 37, 19, 97},
		{53, 17, 20, 77, 37, 31, 66, 50, 45, 50},
		{66, 37, 83, 72, 99, 55, 95, 65, 36, 98},
		{66, 51, 24, 93, 86, 20, 40, 27, 58, 52},
		{28, 41, 59, 42, 75, 48, 13, 16, 41, 33},
		{92, 40, 59, 62, 40, 25, 53, 57, 22, 66},
		{49, 99, 57, 24, 13, 26, 10, 29, 83, 77},
		{90, 33, 22, 12, 34, 23, 31, 28, 30, 60},
		{72, 75, 80, 92, 10, 83, 24, 31, 94, 59},
		{92, 14, 87, 48, 38, 58, 49, 17, 21, 71},
		{24, 70, 69, 55, 82, 92, 30, 61, 47, 96},
		{93, 16, 43, 15, 47, 58, 36, 24, 57, 35},
		{76, 50, 44, 53, 78, 83, 46, 71, 99, 34},
		{89, 49, 41, 49, 54, 11, 55, 11, 45, 41},
		{20, 63, 12, 81, 51, 23, 62, 72, 13, 60},
		{24, 71, 10, 28, 81, 27, 58, 19, 45, 70},
		{98, 29, 66, 63, 48, 31, 64, 24, 76, 31},
		{97, 46, 39, 22, 36, 18, 70, 62, 31, 11},
		{86, 70, 12, 23, 77, 57, 27, 10, 95, 79},
		{91, 85, 22, 77, 38, 31, 25, 55, 91, 20},
		{53, 18, 50, 14, 42, 16, 93, 19, 18, 21},
		{98, 49, 68, 63, 59, 28, 71, 18, 19, 33},
		{70, 80, 97, 31, 82, 12, 59, 91, 33, 60},
		{15, 34, 48, 84, 31, 99, 62, 12, 68, 81},
		{74, 98, 72, 26, 46, 90, 15, 31, 93, 45},
		{64, 84, 11, 63, 58, 73, 53, 97, 89, 75},
		{43, 13, 33, 42, 81, 31, 21, 93, 55, 45},
		{94, 19, 51, 69, 68, 12, 30, 10, 18, 23},
		{13, 15, 70, 23, 40, 46, 67, 48, 46, 71},
		{41, 23, 35, 40, 66, 58, 21, 98, 23, 62},
		{79, 83, 37, 11, 22, 15, 14, 32, 73, 96},
		{27, 33, 77, 21, 37, 70, 30, 61, 17, 79},
		{73, 64, 65, 56, 62, 76, 92, 17, 83, 12},
		{42, 75, 36, 27, 64, 96, 11, 54, 16, 76},
		{15, 35, 20, 71, 54, 60, 22, 23, 29, 69},
		{41, 18, 38, 51, 55, 12, 42, 93, 31, 59},
		{26, 57, 55, 37, 26, 74, 80, 79, 29, 91},
		{17, 65, 11, 56, 96, 84, 98, 94, 62, 72},
		{31, 74, 73, 42, 75, 43, 81, 65, 63, 83},
		{16, 31, 61, 93, 43, 23, 89, 58, 87, 32},
		{36, 97, 73, 34, 67, 85, 11, 86, 56, 48},
		{80, 96, 58, 52, 36, 89, 34, 28, 92, 92},
		{83, 41, 32, 22, 67, 68, 20, 26, 76, 17},
		{87, 35, 33, 67, 13, 35, 44, 99, 42, 87},
		{59, 30, 50, 46, 71, 53, 22, 11, 32, 60},
		{47, 82, 72, 11, 78, 53, 71, 97, 62, 59},
		{77, 21, 27, 56, 74, 59, 86, 43, 57, 16},
		{69, 57, 15, 11, 13, 31, 86, 83, 32, 28},
		{91, 41, 18, 45, 98, 70, 99, 97, 24, 76},
		{59, 17, 52, 29, 72, 19, 51, 67, 44, 36},
		{18, 47, 90, 84, 90, 80, 21, 98, 80, 67},
		{36, 12, 16, 30, 68, 12, 43, 66, 39, 67},
		{89, 97, 93, 11, 77, 18, 78, 57, 50, 81},
		{64, 13, 49, 61, 67, 63, 95, 41, 54, 50},
		{92, 58, 34, 50, 34, 82, 68, 60, 33, 13},
		{37, 63, 61, 81, 90, 71, 87, 13, 40, 34},
		{27, 93, 31, 91, 62, 21, 28, 57, 15, 86},
		{11, 40, 60, 71, 81, 34, 26, 96, 79, 20},
		{32, 26, 74, 47, 96, 89, 30, 18, 55, 17},
		{26, 62, 20, 53, 80, 89, 73, 54, 28, 81},
		{89, 73, 44, 31, 44, 44, 12, 94, 70, 98},
		{78, 64, 68, 59, 18, 16, 89, 19, 47, 11},
		{97, 31, 60, 48, 11, 64, 29, 28, 67, 55},
		{45, 44, 19, 36, 60, 14, 66, 25, 72, 73},
		{98, 91, 57, 69, 71, 33, 84, 55, 54, 20},
		{14, 50, 58, 56, 33, 32, 71, 23, 58, 53},
		{93, 73, 60, 83, 28, 74, 23, 70, 45, 44},
		{26, 38, 77, 20, 67, 27, 25, 55, 81, 45},
		{15, 86, 84, 22, 38, 85, 25, 72, 98, 57},
		{40, 34, 41, 25, 46, 26, 12, 59, 60, 33},
		{34, 51, 29, 67, 18, 11, 93, 78, 16, 96},
		{32, 94, 29, 57, 89, 94, 63, 27, 11, 81},
		{99, 31, 95, 39, 17, 91, 38, 10, 69, 81},
		{45, 49, 59, 48, 54, 38, 81, 48, 15, 35},
		{41, 34, 54, 26, 92, 59, 73, 82, 11, 97},
		{85, 63, 80, 87, 94, 80, 33, 94, 68, 27},
		{31, 73, 25, 59, 40, 77, 91, 55, 39, 51},
		{60, 62, 47, 35, 21, 59, 45, 34, 58, 64},
		{39, 76, 34, 21, 42, 80, 60, 60, 17, 13},
		{36, 84, 73, 47, 74, 90, 93, 74, 25, 12},
		{97, 25, 89, 60, 44, 48, 96, 54, 89, 44},
		{59, 34, 78, 26, 10, 75, 69, 81, 32, 32},
		{25, 89, 86, 46, 51, 10, 86, 61, 47, 12},
		{16, 78, 84, 36, 17, 32, 60, 45, 44, 51},
		{10, 60, 55, 21, 46, 51, 80, 36, 70, 30},
		{17, 57, 26, 74, 45, 86, 15, 61, 15, 16},
		{71, 28, 33, 87, 10, 33, 37, 27, 33, 37},
		{60, 95, 37, 27, 32, 86, 82, 36, 89, 91},
		{49, 63, 99, 45, 81, 81, 84, 82, 95, 35},
		{46, 50, 88, 61, 22, 35, 95, 99, 79, 42},
		{76, 85, 66, 94, 94, 68, 39, 92, 68, 99},
		{12, 23, 22, 47, 80, 67, 13, 20, 56, 96},
		{45, 62, 31, 31, 69, 20, 17, 31, 41, 87},
		{50, 15, 85, 17, 29, 45, 69, 31, 13, 54},
		{33, 53, 19, 79, 50, 89, 73, 57, 89, 26},
		{50, 87, 16, 13, 86, 26, 29, 47, 33, 51},
		{54, 74, 52, 76, 32, 88, 10, 50, 21, 26},
		{76, 56, 72, 90, 23, 11, 72, 79, 39, 66},
		{32, 47, 67, 70, 45, 90, 67, 87, 20, 41},
		{13, 56, 91, 25, 97, 81, 88, 45, 74, 68},
		{33, 51, 72, 16, 54, 18, 22, 13, 36, 41},
		{94, 85, 58, 97, 79, 80, 36, 61, 40, 61},
		{22, 49, 15, 27, 83, 92, 97, 60, 37, 46},
		{27, 37, 21, 59, 53, 55, 44, 71, 24, 58},
		{88, 71, 52, 94, 40, 61, 28, 23, 33, 64},
		{67, 28, 55, 56, 71, 47, 56, 74, 78, 53},
		{21, 18, 35, 86, 11, 91, 33, 26, 17, 12},
		{26, 72, 77, 19, 33, 27, 86, 88, 88, 49},
		{91, 13, 63, 63, 43, 44, 13, 90, 58, 46},
		{68, 95, 40, 79, 47, 77, 16, 22, 46, 11},
		{58, 90, 90, 84, 20, 63, 25, 55, 26, 21},
		{93, 19, 91, 74, 22, 86, 28, 69, 12, 71},
		{42, 34, 64, 65, 45, 75, 74, 82, 97, 77},
		{71, 71, 16, 70, 11, 29, 67, 38, 35, 82},
		{38, 75, 84, 22, 17, 77, 63, 62, 44, 96},
		{82, 93, 49, 56, 61, 89, 79, 36, 71, 99},
		{37, 43, 19, 57, 31, 52, 93, 89, 64, 27},
		{39, 43, 55, 41, 52, 57, 76, 16, 37, 63},
		{94, 53, 21, 76, 76, 53, 31, 87, 72, 71},
		{98, 23, 29, 73, 34, 48, 38, 47, 85, 81},
		{63, 88, 79, 79, 50, 11, 13, 17, 39, 51},
		{45, 12, 81, 13, 31, 20, 93, 82, 84, 98},
		{67, 83, 24, 60, 53, 68, 87, 36, 44, 62},
		{98, 79, 82, 87, 65, 31, 92, 86, 27, 75},
		{49, 67, 96, 68, 72, 95, 82, 16, 84, 16},
		{99, 38, 13, 30, 33, 70, 44, 51, 26, 87},
		{98, 55, 82, 11, 51, 78, 72, 93, 94, 73},
		{92, 99, 17, 23, 60, 88, 40, 64, 91, 89},
		{79, 38, 57, 71, 45, 74, 62, 57, 84, 25},
		{40, 80, 82, 48, 56, 81, 79, 69, 29, 86},
		{96, 88, 60, 17, 96, 91, 91, 23, 70, 89},
		{76, 25, 45, 91, 66, 97, 46, 20, 42, 87},
		{63, 93, 38, 60, 13, 45, 44, 84, 35, 70},
		{19, 27, 86, 25, 79, 67, 96, 98, 31, 38},
		{95, 93, 46, 97, 42, 84, 14, 13, 80, 79},
		{69, 84, 59, 54, 77, 59, 83, 37, 90, 41},
		{64, 64, 71, 71, 36, 70, 67, 79, 42, 61},
		{67, 66, 84, 92, 17, 84, 35, 27, 70, 17},
		{11, 59, 21, 14, 17, 26, 36, 49, 31, 83},
		{87, 42, 35, 31, 27, 87, 25, 51, 45, 76},
		{83, 10, 43, 41, 83, 62, 73, 72, 34, 21},
		{88, 76, 74, 57, 48, 14, 19, 14, 68, 67},
		{68, 39, 36, 71, 96, 41, 38, 86, 41, 91},
		{75, 53, 15, 63, 43, 39, 33, 11, 43, 62},
		{39, 33, 93, 29, 26, 98, 54, 37, 82, 52},
		{41, 88, 34, 86, 70, 74, 66, 63, 71, 58},
		{23, 75, 61, 98, 92, 12, 42, 96, 21, 28},
		{47, 23, 25, 75, 12, 51, 53, 24, 91, 21},
		{11, 62, 37, 30, 59, 44, 36, 22, 10, 23},
		{34, 11, 33, 18, 45, 99, 16, 53, 54, 73},
		{67, 79, 71, 23, 66, 32, 91, 53, 78, 50},
		{34, 55, 48, 12, 41, 20, 82, 57, 92, 18},
		{10, 47, 91, 73, 17, 51, 16, 69, 71, 56},
		{59, 52, 53, 58, 19, 31, 90, 94, 17, 53},
		{88, 35, 17, 65, 44, 26, 42, 49, 17, 73},
		{16, 40, 16, 62, 79, 23, 44, 67, 45, 83},
		{33, 17, 65, 63, 14, 98, 58, 60, 44, 83},
		{17, 83, 97, 39, 19, 44, 54, 65, 78, 96},
		{77, 96, 54, 96, 34, 56, 62, 18, 47, 14},
		{70, 30, 31, 12, 10, 47, 52, 19, 79, 46},
		{65, 85, 73, 97, 35, 39, 29, 53, 37, 66},
		{78, 25, 14, 17, 32, 59, 62, 75, 34, 79},
		{11, 26, 61, 22, 98, 83, 41, 62, 21, 75},
		{59, 60, 41, 98, 21, 96, 51, 30, 18, 36},
		{32, 45, 32, 64, 57, 30, 29, 95, 57, 74},
		{37, 80, 96, 10, 22, 79, 37, 95, 99, 71},
		{14, 58, 99, 36, 40, 68, 80, 77, 83, 71},
		{14, 26, 50, 58, 15, 66, 13, 62, 45, 80},
		{30, 93, 93, 85, 17, 85, 99, 15, 30, 19},
		{57, 33, 12, 12, 59, 65, 62, 35, 88, 37},
		{67, 72, 18, 61, 44, 30, 42, 10, 98, 83},
		{62, 78, 38, 63, 70, 79, 60, 11, 25, 33},
		{45, 10, 86, 86, 54, 18, 93, 71, 15, 16},
		{31, 61, 29, 37, 30, 20, 31, 21, 55, 84},
		{30, 71, 83, 47, 12, 63, 50, 45, 83, 49},
		{97, 74, 86, 44, 31, 29, 61, 94, 60, 58},
		{23, 77, 25, 20, 22, 98, 26, 72, 83, 77},
		{51, 90, 64, 42, 40, 31, 73, 67, 77, 55},
		{98, 76, 58, 69, 55, 78, 40, 82, 69, 56},
		{40, 19, 70, 46, 26, 44, 24, 86, 74, 39},
		{74, 60, 10, 57, 82, 14, 86, 63, 78, 14},
		{58, 65, 55, 84, 65, 94, 17, 11, 58, 36},
		{27, 19, 17, 56, 33, 44, 45, 96, 63, 73},
		{62, 73, 87, 69, 94, 72, 86, 29, 76, 11},
		{35, 26, 18, 81, 39, 94, 69, 34, 73, 27},
		{10, 88, 29, 72, 33, 14, 67, 99, 82, 83},
		{64, 65, 89, 92, 31, 10, 84, 79, 89, 66},
		{58, 24, 87, 74, 44, 98, 90, 60, 71, 22},
		{80, 59, 45, 92, 16, 41, 60, 80, 13, 24},
		{30, 18, 17, 67, 35, 37, 97, 85, 89, 70},
		{52, 47, 26, 50, 89, 51, 85, 61, 26, 11},
		{40, 25, 18, 63, 18, 32, 60, 55, 20, 49}
	},
	{
		{81, 40, 58, 47, 94, 45, 17, 31, 69, 77},
		{46, 29, 46, 69, 22, 46, 93, 86, 26, 49},
		{85, 58, 53, 66, 72, 48, 68, 57, 47, 37},
		{11, 51, 41, 23, 94, 14, 56, 21, 57, 25},
		{22, 54, 57, 86, 18, 63, 92, 16, 29, 37},
		{16, 79, 22, 51, 37, 74, 64, 72, 84, 16},
		{81, 21, 38, 99, 15, 68, 46, 20, 16, 40},
		{24, 41, 13, 39, 35, 97, 77, 34, 49, 44},
		{17, 56, 37, 93, 66, 66, 68, 12, 88, 34},
		{63, 89, 36, 26, 48, 31, 84, 80, 60, 49},
		{37, 22, 86, 88, 98, 46, 78, 67, 31, 86},
		{24, 48, 76, 72, 84, 40, 68, 86, 91, 71},
		{73, 60, 29, 96, 58, 14, 70, 49, 91, 37},
		{61, 91, 79, 17, 40, 87, 73, 44, 73, 48},
		{30, 60, 62, 61, 57, 59, 41, 18, 40, 68},
		{74, 92, 58, 40, 30, 50, 62, 50, 85, 71},
		{22, 99, 60, 16, 26, 81, 63, 42, 42, 27},
		{34, 31, 39, 98, 42, 66, 65, 35, 63, 67},
		{85, 65, 99, 84, 25, 91, 85, 63, 20, 85},
		{40, 10, 72, 86, 59, 93, 54, 37, 54, 97},
		{88, 96, 22, 60, 12, 74, 69, 34, 32, 37},
		{10, 66, 57, 38, 10, 34, 65, 79, 57, 93},
		{86, 58, 27, 79, 80, 22, 40, 98, 45, 49},
		{93, 56, 71, 21, 53, 18, 71, 56, 91, 73},
		{98, 47, 50, 17, 26, 66, 82, 32, 34, 65},
		{80, 40, 83, 87, 10, 93, 23, 38, 71, 33},
		{95, 45, 30, 97, 16, 99, 72, 25, 89, 22},
		{17, 67, 31, 91, 74, 83, 41, 21, 39, 54},
		{48, 99, 67, 20, 25, 58, 76, 53, 68, 30},
		{88, 58, 19, 33, 29, 24, 83, 39, 66, 27},
		{96, 77, 87, 91, 84, 54, 27, 13, 21, 50},
		{50, 49, 44, 94, 98, 62, 74, 75, 65, 77},
		{59, 41, 31, 49, 79, 47, 68, 18, 33, 84},
		{49, 23, 62, 53, 13, 27, 97, 37, 79, 17},
		{65, 21, 55, 96, 99, 11, 98, 85, 66, 50},
		{26, 30, 49, 58, 87, 51, 15, 63, 45, 90},
		{21, 55, 81, 89, 13, 89, 18, 36, 58, 77},
		{43, 88, 30, 38, 73, 60, 11, 38, 95, 54},
		{49, 86, 11, 61, 71, 52, 30, 29, 49, 47},
		{62, 42, 32, 60, 49, 36, 74, 50, 33, 84},
		{34, 57, 13, 59, 88, 98, 86, 54, 63, 96},
		{50, 12, 61, 54, 69, 34, 30, 54, 66, 18},
		{79, 58, 79, 41, 58, 60, 35, 35, 72, 59},
		{62, 32, 85, 37, 91, 51, 22, 19, 45, 89},
		{79, 80, 54, 31, 67, 67, 67, 98, 57, 45},
		{83, 96, 19, 29, 17, 14, 60, 51, 86, 30},
		{30, 21, 11, 24, 78, 93, 38, 36, 16, 27},
		{33, 56, 38, 83, 23, 80, 84, 18, 84, 67},
		{76, 20, 65, 59, 45, 51, 18, 11, 70, 10},
		{86, 87, 53, 69, 15, 52, 43, 76, 38, 50},
		{33, 23, 30, 16, 51, 39, 34, 47, 47, 80},
		{96, 20, 87, 19, 52, 56, 78, 81, 44, 44},
		{95, 76, 11, 44, 60, 22, 30, 95, 10, 60},
		{98, 82, 31, 38, 16, 99, 36, 32, 84, 41},
		{66, 89, 49, 83, 95, 36, 64, 82, 96, 96},
		{87, 42, 24, 29, 11, 82, 64, 25, 16, 57},
		{55, 44, 23, 92, 29, 59, 16, 19, 25, 50},
		{10, 52, 66, 31, 72, 96, 17, 10, 97, 23},
		{42, 37, 25, 78, 40, 80, 44, 71, 41, 54},
		{94, 73, 93, 39, 83, 47, 75, 81, 16, 70},
		{51, 86, 93, 84, 28, 50, 89, 73, 92, 26},
		{81, 20, 12, 78, 88, 96, 40, 18, 95, 37},
		{78, 44, 78, 33, 25, 45, 90, 69, 73, 86},
		{45, 39, 67, 85, 82, 80, 74, 18, 41, 99},
		{71, 70, 51, 26, 69, 65, 89, 95, 48, 84},
		{65, 15, 92, 70, 40, 50, 95, 36, 19, 23},
